id,flight_iata,airline_name,dep_iata,arr_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_status,ingestion_time
684,QF8939,Qantas,BLR,TRV,2026-05-29 07:20:00,2026-05-29 07:37:00,2026-05-29 08:40:00,2026-05-29 08:33:00,landed,2026-05-29 13:46:47.316019
685,KL3710,KLM,BLR,TRV,2026-05-29 07:20:00,2026-05-29 07:37:00,2026-05-29 08:40:00,2026-05-29 08:33:00,landed,2026-05-29 13:46:47.316019
686,JL9091,Japan Airlines,BLR,TRV,2026-05-29 07:20:00,2026-05-29 07:37:00,2026-05-29 08:40:00,2026-05-29 08:33:00,landed,2026-05-29 13:46:47.316019
687,AF3796,Air France,BLR,TRV,2026-05-29 07:20:00,2026-05-29 07:37:00,2026-05-29 08:40:00,2026-05-29 08:33:00,landed,2026-05-29 13:46:47.316019
688,VS8458,Virgin Atlantic,BLR,RPR,2026-05-29 07:40:00,2026-05-29 07:43:00,2026-05-29 09:25:00,,active,2026-05-29 13:46:47.316019
689,KL4522,KLM,BLR,IDR,2026-05-29 07:30:00,2026-05-29 07:33:00,2026-05-29 09:25:00,2026-05-29 09:13:00,landed,2026-05-29 13:46:47.316019
690,VS8412,Virgin Atlantic,BLR,IDR,2026-05-29 07:30:00,2026-05-29 07:33:00,2026-05-29 09:25:00,2026-05-29 09:13:00,landed,2026-05-29 13:46:47.316019
691,QF8911,Qantas,BLR,IDR,2026-05-29 07:30:00,2026-05-29 07:33:00,2026-05-29 09:25:00,2026-05-29 09:13:00,landed,2026-05-29 13:46:47.316019
692,VS8397,Virgin Atlantic,BLR,HYD,2026-05-29 08:15:00,2026-05-29 08:15:00,2026-05-29 09:30:00,2026-05-29 09:07:00,landed,2026-05-29 13:46:47.316019
693,QF5083,Qantas,BLR,HYD,2026-05-29 08:15:00,2026-05-29 08:15:00,2026-05-29 09:30:00,2026-05-29 09:07:00,landed,2026-05-29 13:46:47.316019
694,JL9019,Japan Airlines,BLR,HYD,2026-05-29 08:15:00,2026-05-29 08:15:00,2026-05-29 09:30:00,2026-05-29 09:07:00,landed,2026-05-29 13:46:47.316019
695,BA8291,British Airways,BLR,HYD,2026-05-29 08:15:00,2026-05-29 08:15:00,2026-05-29 09:30:00,2026-05-29 09:07:00,landed,2026-05-29 13:46:47.316019
696,AF6516,Air France,BLR,HYD,2026-05-29 08:15:00,2026-05-29 08:15:00,2026-05-29 09:30:00,2026-05-29 09:07:00,landed,2026-05-29 13:46:47.316019
697,AI9600,Air India,BLR,HYD,2026-05-29 07:20:00,2026-05-29 07:22:00,2026-05-29 08:40:00,2026-05-29 08:15:00,landed,2026-05-29 13:46:47.316019
698,JL8454,Japan Airlines,BLR,CJB,2026-05-29 08:05:00,2026-05-29 08:07:00,2026-05-29 09:00:00,2026-05-29 08:45:00,landed,2026-05-29 13:46:47.316019
699,JL9039,Japan Airlines,BLR,COK,2026-05-29 08:05:00,2026-05-29 08:21:00,2026-05-29 09:25:00,2026-05-29 09:26:00,landed,2026-05-29 13:46:47.316019
700,AF3093,Air France,BLR,COK,2026-05-29 08:05:00,2026-05-29 08:21:00,2026-05-29 09:25:00,2026-05-29 09:26:00,landed,2026-05-29 13:46:47.316019
701,VS8339,Virgin Atlantic,BLR,BOM,2026-05-29 07:25:00,2026-05-29 07:26:00,2026-05-29 09:10:00,2026-05-29 08:50:00,landed,2026-05-29 13:46:47.316019
702,QF5051,Qantas,BLR,BOM,2026-05-29 07:25:00,2026-05-29 07:26:00,2026-05-29 09:10:00,2026-05-29 08:50:00,landed,2026-05-29 13:46:47.316019
703,JL9751,Japan Airlines,BLR,BOM,2026-05-29 07:25:00,2026-05-29 07:26:00,2026-05-29 09:10:00,2026-05-29 08:50:00,landed,2026-05-29 13:46:47.316019
704,BA7970,British Airways,BLR,BOM,2026-05-29 07:25:00,2026-05-29 07:26:00,2026-05-29 09:10:00,2026-05-29 08:50:00,landed,2026-05-29 13:46:47.316019
705,6E415,IndiGo,BLR,JAI,2026-05-29 09:35:00,2026-05-29 09:43:00,2026-05-29 12:05:00,2026-05-29 11:49:00,landed,2026-05-29 13:46:47.316019
706,6E830,IndiGo,BLR,DEL,2026-05-29 09:30:00,2026-05-29 10:17:00,2026-05-29 12:30:00,2026-05-29 12:51:00,landed,2026-05-29 13:46:47.316019
707,6E524,IndiGo,BLR,IXA,2026-05-29 09:25:00,2026-05-29 09:39:00,2026-05-29 12:20:00,2026-05-29 12:10:00,landed,2026-05-29 13:46:47.316019
708,IX2786,Air India Express,BLR,IXR,2026-05-29 09:20:00,2026-05-29 09:52:00,2026-05-29 11:45:00,,active,2026-05-29 13:46:47.316019
709,6E312,IndiGo,BLR,HYD,2026-05-29 09:15:00,2026-05-29 09:16:00,2026-05-29 10:30:00,2026-05-29 10:06:00,landed,2026-05-29 13:46:47.316019
710,IX2931,Air India Express,BLR,GAU,2026-05-29 09:15:00,2026-05-29 09:21:00,2026-05-29 12:25:00,2026-05-29 12:00:00,landed,2026-05-29 13:46:47.316019
711,AI2604,Air India,BLR,BOM,2026-05-29 09:15:00,2026-05-29 09:20:00,2026-05-29 11:15:00,2026-05-29 10:51:00,landed,2026-05-29 13:46:47.316019
712,IX2892,Air India Express,BLR,IXB,2026-05-29 09:10:00,2026-05-29 09:54:00,2026-05-29 12:00:00,2026-05-29 12:34:00,landed,2026-05-29 13:46:47.316019
713,6E6558,IndiGo,BLR,VNS,2026-05-29 09:05:00,2026-05-29 09:00:00,2026-05-29 11:25:00,2026-05-29 11:04:00,landed,2026-05-29 13:46:47.316019
714,6E1167,IndiGo,BLR,CMB,2026-05-29 09:05:00,2026-05-29 09:37:00,2026-05-29 10:30:00,2026-05-29 10:44:00,landed,2026-05-29 13:46:47.316019
715,AI2868,Air India,BLR,DEL,2026-05-29 09:00:00,2026-05-29 09:28:00,2026-05-29 12:00:00,2026-05-29 11:53:00,landed,2026-05-29 13:46:47.316019
716,IX1489,Air India Express,BLR,CCJ,2026-05-29 09:00:00,,2026-05-29 10:05:00,,cancelled,2026-05-29 13:46:47.316019
717,IX1486,Air India Express,BLR,BBI,2026-05-29 08:55:00,2026-05-29 08:58:00,2026-05-29 11:05:00,2026-05-29 10:39:00,landed,2026-05-29 13:46:47.316019
718,IX2926,Air India Express,BLR,MAA,2026-05-29 08:40:00,2026-05-29 08:41:00,2026-05-29 09:50:00,2026-05-29 09:22:00,landed,2026-05-29 13:46:47.316019
719,IX1893,Air India Express,BLR,COK,2026-05-29 08:40:00,2026-05-29 08:49:00,2026-05-29 09:55:00,2026-05-29 09:36:00,landed,2026-05-29 13:46:47.316019
720,IX2013,Air India Express,BLR,AMD,2026-05-29 08:40:00,2026-05-29 08:39:00,2026-05-29 10:50:00,2026-05-29 10:34:00,landed,2026-05-29 13:46:47.316019
721,VS8656,Virgin Atlantic,BLR,BBI,2026-05-29 07:30:00,2026-05-29 07:45:00,2026-05-29 09:35:00,2026-05-29 09:24:00,landed,2026-05-29 13:46:47.316019
722,BA8235,British Airways,BLR,BBI,2026-05-29 07:30:00,2026-05-29 07:45:00,2026-05-29 09:35:00,2026-05-29 09:24:00,landed,2026-05-29 13:46:47.316019
723,AI9749,Air India,BLR,LKO,2026-05-29 07:10:00,2026-05-29 07:17:00,2026-05-29 09:50:00,2026-05-29 09:34:00,landed,2026-05-29 13:46:47.316019
724,AI9437,Air India,BLR,CCU,2026-05-29 07:00:00,2026-05-29 07:16:00,2026-05-29 09:35:00,2026-05-29 09:31:00,landed,2026-05-29 13:46:47.316019
725,VS8709,Virgin Atlantic,BLR,GAU,2026-05-29 07:00:00,2026-05-29 06:54:00,2026-05-29 10:30:00,2026-05-29 09:39:00,landed,2026-05-29 13:46:47.316019
726,QF8676,Qantas,BLR,GAU,2026-05-29 07:00:00,2026-05-29 06:54:00,2026-05-29 10:30:00,2026-05-29 09:39:00,landed,2026-05-29 13:46:47.316019
727,6E6545,IndiGo,BLR,AMD,2026-05-29 08:35:00,2026-05-29 08:33:00,2026-05-29 10:45:00,2026-05-29 10:27:00,landed,2026-05-29 13:46:47.316019
728,6E5051,IndiGo,BLR,BOM,2026-05-29 08:30:00,2026-05-29 08:30:00,2026-05-29 10:15:00,2026-05-29 10:06:00,landed,2026-05-29 13:46:47.316019
729,IX2097,Air India Express,BLR,NAG,2026-05-29 08:30:00,2026-05-29 08:35:00,2026-05-29 10:20:00,2026-05-29 09:54:00,landed,2026-05-29 13:46:47.316019
730,6E6801,IndiGo,BLR,PAT,2026-05-29 08:25:00,2026-05-29 08:31:00,2026-05-29 11:00:00,2026-05-29 10:41:00,landed,2026-05-29 13:46:47.316019
731,IX2935,Air India Express,BLR,HYD,2026-05-29 08:25:00,2026-05-29 08:28:00,2026-05-29 09:50:00,2026-05-29 09:20:00,landed,2026-05-29 13:46:47.316019
732,6E6863,IndiGo,BLR,NAG,2026-05-29 08:20:00,2026-05-29 08:19:00,2026-05-29 09:55:00,2026-05-29 09:38:00,landed,2026-05-29 13:46:47.316019
733,QP1902,Akasa Air,BLR,AMD,2026-05-29 08:20:00,2026-05-29 08:26:00,2026-05-29 10:35:00,2026-05-29 10:12:00,landed,2026-05-29 13:46:47.316019
734,6E849,IndiGo,BLR,DEL,2026-05-29 08:15:00,2026-05-29 08:37:00,2026-05-29 11:05:00,2026-05-29 11:12:00,landed,2026-05-29 13:46:47.316019
735,6E484,IndiGo,BLR,HYD,2026-05-29 08:15:00,2026-05-29 08:15:00,2026-05-29 09:30:00,2026-05-29 09:07:00,landed,2026-05-29 13:46:47.316019
736,6E443,IndiGo,BLR,IXB,2026-05-29 08:15:00,2026-05-29 08:17:00,2026-05-29 11:00:00,2026-05-29 10:59:00,landed,2026-05-29 13:46:47.316019
737,6E442,IndiGo,BLR,CCU,2026-05-29 08:10:00,2026-05-29 08:13:00,2026-05-29 10:35:00,2026-05-29 10:30:00,landed,2026-05-29 13:46:47.316019
738,6E7573,IndiGo,BLR,CJB,2026-05-29 08:05:00,2026-05-29 08:07:00,2026-05-29 09:00:00,2026-05-29 08:45:00,landed,2026-05-29 13:46:47.316019
739,6E7005,IndiGo,BLR,COK,2026-05-29 08:05:00,2026-05-29 08:21:00,2026-05-29 09:25:00,2026-05-29 09:26:00,landed,2026-05-29 13:46:47.316019
740,VS317,Virgin Atlantic,BLR,LHR,2026-05-29 08:00:00,2026-05-29 08:00:00,2026-05-29 14:15:00,2026-05-29 14:01:00,landed,2026-05-29 13:46:47.316019
741,S5183,Star Air,BLR,NDC,2026-05-29 08:00:00,2026-05-29 07:50:00,2026-05-29 09:30:00,2026-05-29 09:06:00,landed,2026-05-29 13:46:47.316019
742,AI2808,Air India,BLR,DEL,2026-05-29 08:00:00,2026-05-29 08:24:00,2026-05-29 10:55:00,2026-05-29 10:53:00,landed,2026-05-29 13:46:47.316019
743,6E6288,IndiGo,BLR,ATQ,2026-05-29 07:45:00,2026-05-29 07:47:00,2026-05-29 10:50:00,2026-05-29 10:42:00,landed,2026-05-29 13:46:47.316019
744,6E1043,IndiGo,BLR,LGK,2026-05-29 07:40:00,2026-05-29 07:48:00,2026-05-29 14:00:00,2026-05-29 13:43:00,landed,2026-05-29 13:46:47.316019
745,6E405,IndiGo,BLR,RPR,2026-05-29 07:40:00,2026-05-29 07:43:00,2026-05-29 09:25:00,,active,2026-05-29 13:46:47.316019
746,AA6656,American Airlines,BLR,LHR,2026-05-29 06:50:00,2026-05-29 07:11:00,2026-05-29 13:15:00,2026-05-29 13:19:00,landed,2026-05-29 13:46:47.316019
747,VS8382,Virgin Atlantic,BLR,DEL,2026-05-29 06:45:00,2026-05-29 06:57:00,2026-05-29 09:50:00,2026-05-29 09:43:00,landed,2026-05-29 13:46:47.316019
748,BZ201,Blue Dart Aviation,BLR,MAA,2026-05-29 07:30:00,2026-05-29 07:54:00,2026-05-29 08:35:00,2026-05-29 08:39:00,landed,2026-05-29 13:46:47.316019
749,VS8442,Virgin Atlantic,BLR,MAA,2026-05-29 07:15:00,2026-05-29 07:19:00,2026-05-29 08:15:00,2026-05-29 08:00:00,landed,2026-05-29 13:46:47.316019
750,QF5241,Qantas,BLR,MAA,2026-05-29 07:15:00,2026-05-29 07:19:00,2026-05-29 08:15:00,2026-05-29 08:00:00,landed,2026-05-29 13:46:47.316019
751,KL4719,KLM,BLR,MAA,2026-05-29 07:15:00,2026-05-29 07:19:00,2026-05-29 08:15:00,2026-05-29 08:00:00,landed,2026-05-29 13:46:47.316019
752,JL9059,Japan Airlines,BLR,MAA,2026-05-29 07:15:00,2026-05-29 07:19:00,2026-05-29 08:15:00,2026-05-29 08:00:00,landed,2026-05-29 13:46:47.316019
753,AF3780,Air France,BLR,MAA,2026-05-29 07:15:00,2026-05-29 07:19:00,2026-05-29 08:15:00,2026-05-29 08:00:00,landed,2026-05-29 13:46:47.316019
754,VS8424,Virgin Atlantic,BLR,IXE,2026-05-29 07:15:00,2026-05-29 07:30:00,2026-05-29 08:15:00,,active,2026-05-29 13:46:47.316019
755,QF8899,Qantas,BLR,IXE,2026-05-29 07:15:00,2026-05-29 07:30:00,2026-05-29 08:15:00,,active,2026-05-29 13:46:47.316019
756,AF3337,Air France,BLR,IXE,2026-05-29 07:15:00,2026-05-29 07:30:00,2026-05-29 08:15:00,,active,2026-05-29 13:46:47.316019
757,AI9840,Air India,BLR,VGA,2026-05-29 07:10:00,2026-05-29 07:24:00,2026-05-29 08:30:00,2026-05-29 08:22:00,landed,2026-05-29 13:46:47.316019
758,AF6476,Air France,BLR,VGA,2026-05-29 06:50:00,2026-05-29 07:02:00,2026-05-29 08:20:00,2026-05-29 08:34:00,landed,2026-05-29 13:46:47.316019
759,MH5571,Malaysia Airlines,BLR,TRZ,2026-05-29 06:55:00,2026-05-29 07:07:00,2026-05-29 08:05:00,2026-05-29 08:03:00,landed,2026-05-29 13:46:47.316019
760,JL8453,Japan Airlines,BLR,TRZ,2026-05-29 06:55:00,2026-05-29 07:07:00,2026-05-29 08:05:00,2026-05-29 08:03:00,landed,2026-05-29 13:46:47.316019
761,AF6493,Air France,BLR,TRZ,2026-05-29 06:55:00,2026-05-29 07:07:00,2026-05-29 08:05:00,2026-05-29 08:03:00,landed,2026-05-29 13:46:47.316019
762,VS8370,Virgin Atlantic,BLR,COK,2026-05-29 07:10:00,2026-05-29 07:58:00,2026-05-29 08:15:00,2026-05-29 08:38:00,landed,2026-05-29 13:46:47.316019
763,QF8369,Qantas,BLR,COK,2026-05-29 07:10:00,2026-05-29 07:58:00,2026-05-29 08:15:00,2026-05-29 08:38:00,landed,2026-05-29 13:46:47.316019
764,KL4514,KLM,BLR,COK,2026-05-29 07:10:00,2026-05-29 07:58:00,2026-05-29 08:15:00,2026-05-29 08:38:00,landed,2026-05-29 13:46:47.316019
765,JL5199,Japan Airlines,BLR,COK,2026-05-29 07:10:00,2026-05-29 07:58:00,2026-05-29 08:15:00,2026-05-29 08:38:00,landed,2026-05-29 13:46:47.316019
766,AF6058,Air France,BLR,COK,2026-05-29 07:10:00,2026-05-29 07:58:00,2026-05-29 08:15:00,2026-05-29 08:38:00,landed,2026-05-29 13:46:47.316019
767,KL4516,KLM,BLR,CJB,2026-05-29 07:05:00,2026-05-29 07:28:00,2026-05-29 07:55:00,2026-05-29 08:07:00,landed,2026-05-29 13:46:47.316019
768,VS8361,Virgin Atlantic,BLR,CJB,2026-05-29 07:05:00,2026-05-29 07:28:00,2026-05-29 07:55:00,2026-05-29 08:07:00,landed,2026-05-29 13:46:47.316019
769,QF8442,Qantas,BLR,CJB,2026-05-29 07:05:00,2026-05-29 07:28:00,2026-05-29 07:55:00,2026-05-29 08:07:00,landed,2026-05-29 13:46:47.316019
770,JL9797,Japan Airlines,BLR,CJB,2026-05-29 07:05:00,2026-05-29 07:28:00,2026-05-29 07:55:00,2026-05-29 08:07:00,landed,2026-05-29 13:46:47.316019
771,AF3095,Air France,BLR,CJB,2026-05-29 07:05:00,2026-05-29 07:28:00,2026-05-29 07:55:00,2026-05-29 08:07:00,landed,2026-05-29 13:46:47.316019
772,MH5261,Malaysia Airlines,BLR,GOI,2026-05-29 06:05:00,2026-05-29 06:01:00,2026-05-29 07:20:00,2026-05-29 06:49:00,landed,2026-05-29 13:46:47.316019
773,JL5183,Japan Airlines,BLR,GOI,2026-05-29 06:05:00,2026-05-29 06:01:00,2026-05-29 07:20:00,2026-05-29 06:49:00,landed,2026-05-29 13:46:47.316019
774,6E6302,IndiGo,BLR,GOP,2026-05-29 07:35:00,2026-05-29 07:40:00,2026-05-29 10:20:00,2026-05-29 09:51:00,landed,2026-05-29 13:46:47.316019
775,6E9261,IndiGo,BLR,DWC,2026-05-29 07:30:00,2026-05-29 08:09:00,2026-05-29 10:05:00,2026-05-29 10:10:00,landed,2026-05-29 13:46:47.316019
776,6E959,IndiGo,BLR,IDR,2026-05-29 07:30:00,2026-05-29 07:33:00,2026-05-29 09:25:00,2026-05-29 09:13:00,landed,2026-05-29 13:46:47.316019
777,6E702,IndiGo,BLR,BBI,2026-05-29 07:30:00,2026-05-29 07:45:00,2026-05-29 09:35:00,2026-05-29 09:24:00,landed,2026-05-29 13:46:47.316019
778,S5194,Star Air,BLR,KLH,2026-05-29 07:30:00,,2026-05-29 08:50:00,,scheduled,2026-05-29 13:46:47.316019
780,QP1517,Akasa Air,BLR,BOM,2026-05-29 07:30:00,2026-05-29 07:38:00,2026-05-29 09:25:00,2026-05-29 09:03:00,landed,2026-05-29 13:46:47.316019
781,6E5216,IndiGo,BLR,BOM,2026-05-29 07:25:00,2026-05-29 07:26:00,2026-05-29 09:10:00,2026-05-29 08:50:00,landed,2026-05-29 13:46:47.316019
782,QP1421,Akasa Air,BLR,VNS,2026-05-29 07:25:00,2026-05-29 07:31:00,2026-05-29 10:00:00,2026-05-29 09:37:00,landed,2026-05-29 13:46:47.316019
783,6E6353,IndiGo,BLR,LKO,2026-05-29 07:20:00,2026-05-29 07:35:00,2026-05-29 09:50:00,2026-05-29 09:46:00,landed,2026-05-29 13:46:47.316019
784,6E688,IndiGo,BLR,TRV,2026-05-29 07:20:00,2026-05-29 07:37:00,2026-05-29 08:40:00,2026-05-29 08:33:00,landed,2026-05-29 13:46:47.316019
785,QO334,Quikjet Cargo Airlines,BLR,HYD,2026-05-29 07:20:00,,2026-05-29 08:25:00,,,2026-05-29 13:46:47.316019
786,IX2404,Air India Express,BLR,HYD,2026-05-29 07:20:00,2026-05-29 07:22:00,2026-05-29 08:40:00,2026-05-29 08:15:00,landed,2026-05-29 13:46:47.316019
787,6E6269,IndiGo,BLR,MAA,2026-05-29 07:15:00,2026-05-29 07:19:00,2026-05-29 08:15:00,2026-05-29 08:00:00,landed,2026-05-29 13:46:47.316019
788,6E541,IndiGo,BLR,IXE,2026-05-29 07:15:00,2026-05-29 07:30:00,2026-05-29 08:15:00,,active,2026-05-29 13:46:47.316019
789,6E763,IndiGo,BLR,COK,2026-05-29 07:10:00,2026-05-29 07:58:00,2026-05-29 08:15:00,2026-05-29 08:38:00,landed,2026-05-29 13:46:47.316019
790,IX2875,Air India Express,BLR,VGA,2026-05-29 07:10:00,2026-05-29 07:24:00,2026-05-29 08:30:00,2026-05-29 08:22:00,landed,2026-05-29 13:46:47.316019
791,IX1479,Air India Express,BLR,LKO,2026-05-29 07:10:00,2026-05-29 07:17:00,2026-05-29 09:50:00,2026-05-29 09:34:00,landed,2026-05-29 13:46:47.316019
792,9I507,Alliance Air,BLR,COK,2026-05-29 07:05:00,2026-05-29 06:59:00,2026-05-29 08:40:00,2026-05-29 07:58:00,landed,2026-05-29 13:46:47.316019
793,6E6947,IndiGo,BLR,SXR,2026-05-29 07:05:00,2026-05-29 07:14:00,2026-05-29 10:45:00,2026-05-29 10:23:00,landed,2026-05-29 13:46:47.316019
794,6E857,IndiGo,BLR,CJB,2026-05-29 07:05:00,2026-05-29 07:28:00,2026-05-29 07:55:00,2026-05-29 08:07:00,landed,2026-05-29 13:46:47.316019
795,AI2654,Air India,BLR,DEL,2026-05-29 07:00:00,2026-05-29 06:56:00,2026-05-29 10:00:00,2026-05-29 09:36:00,landed,2026-05-29 13:46:47.316019
796,IX1131,Air India Express,BLR,CCU,2026-05-29 07:00:00,2026-05-29 07:16:00,2026-05-29 09:35:00,2026-05-29 09:31:00,landed,2026-05-29 13:46:47.316019
797,6E184,IndiGo,BLR,GAU,2026-05-29 07:00:00,2026-05-29 06:54:00,2026-05-29 10:30:00,2026-05-29 09:39:00,landed,2026-05-29 13:46:47.316019
798,6E7728,IndiGo,BLR,CNN,2026-05-29 06:55:00,2026-05-29 07:01:00,2026-05-29 08:20:00,,active,2026-05-29 13:46:47.316019
799,6E7236,IndiGo,BLR,TRZ,2026-05-29 06:55:00,2026-05-29 07:07:00,2026-05-29 08:05:00,2026-05-29 08:03:00,landed,2026-05-29 13:46:47.316019
800,6E7171,IndiGo,BLR,IXM,2026-05-29 06:55:00,2026-05-29 07:06:00,2026-05-29 08:20:00,2026-05-29 08:08:00,landed,2026-05-29 13:46:47.316019
801,6E7285,IndiGo,BLR,IXG,2026-05-29 06:50:00,2026-05-29 07:04:00,2026-05-29 08:20:00,,active,2026-05-29 13:46:47.316019
802,6E7204,IndiGo,BLR,VGA,2026-05-29 06:50:00,2026-05-29 07:02:00,2026-05-29 08:20:00,2026-05-29 08:34:00,landed,2026-05-29 13:46:47.316019
803,BA118,British Airways,BLR,LHR,2026-05-29 06:50:00,2026-05-29 07:11:00,2026-05-29 13:15:00,2026-05-29 13:19:00,landed,2026-05-29 13:46:47.316019
804,6E844,IndiGo,BLR,DEL,2026-05-29 06:45:00,2026-05-29 06:57:00,2026-05-29 09:50:00,2026-05-29 09:43:00,landed,2026-05-29 13:46:47.316019
805,QF5045,Qantas,BLR,DEL,2026-05-29 06:45:00,2026-05-29 06:57:00,2026-05-29 09:50:00,2026-05-29 09:43:00,landed,2026-05-29 13:46:47.316019
806,JL5286,Japan Airlines,BLR,DEL,2026-05-29 06:45:00,2026-05-29 06:57:00,2026-05-29 09:50:00,2026-05-29 09:43:00,landed,2026-05-29 13:46:47.316019
807,6E687,IndiGo,BLR,UDR,2026-05-29 06:45:00,2026-05-29 06:48:00,2026-05-29 09:00:00,,active,2026-05-29 13:46:47.316019
808,QP1507,Akasa Air,BLR,GAU,2026-05-29 06:45:00,2026-05-29 06:51:00,2026-05-29 09:50:00,2026-05-29 09:31:00,landed,2026-05-29 13:46:47.316019
809,IX2542,Air India Express,BLR,DEL,2026-05-29 06:40:00,2026-05-29 06:42:00,2026-05-29 09:25:00,2026-05-29 09:16:00,landed,2026-05-29 13:46:47.316019
810,AI9772,Air India,BLR,DEL,2026-05-29 06:40:00,2026-05-29 06:42:00,2026-05-29 09:25:00,2026-05-29 09:16:00,landed,2026-05-29 13:46:47.316019
811,AI9762,Air India,BLR,MAA,2026-05-29 06:35:00,2026-05-29 06:40:00,2026-05-29 07:40:00,2026-05-29 07:20:00,landed,2026-05-29 13:46:47.316019
812,AI9678,Air India,BLR,IXR,2026-05-29 06:35:00,2026-05-29 06:45:00,2026-05-29 08:55:00,2026-05-29 08:45:00,landed,2026-05-29 13:46:47.316019
813,LH5520,Lufthansa,BLR,BOM,2026-05-29 06:35:00,2026-05-29 06:38:00,2026-05-29 08:35:00,2026-05-29 07:52:00,landed,2026-05-29 13:46:47.316019
814,VS8359,Virgin Atlantic,BLR,CCU,2026-05-29 06:30:00,2026-05-29 06:32:00,2026-05-29 09:10:00,2026-05-29 08:41:00,landed,2026-05-29 13:46:47.316019
815,QF5101,Qantas,BLR,CCU,2026-05-29 06:30:00,2026-05-29 06:32:00,2026-05-29 09:10:00,2026-05-29 08:41:00,landed,2026-05-29 13:46:47.316019
816,JL9777,Japan Airlines,BLR,CCU,2026-05-29 06:30:00,2026-05-29 06:32:00,2026-05-29 09:10:00,2026-05-29 08:41:00,landed,2026-05-29 13:46:47.316019
817,BZ102,Blue Dart Aviation,BLR,BOM,2026-05-29 00:25:00,2026-05-29 00:36:00,2026-05-29 02:05:00,2026-05-29 01:52:00,landed,2026-05-29 13:46:47.316019
818,VS8466,Virgin Atlantic,BLR,HYD,2026-05-29 06:25:00,2026-05-29 06:19:00,2026-05-29 07:35:00,2026-05-29 07:16:00,landed,2026-05-29 13:46:47.316019
819,QF5084,Qantas,BLR,HYD,2026-05-29 06:25:00,2026-05-29 06:19:00,2026-05-29 07:35:00,2026-05-29 07:16:00,landed,2026-05-29 13:46:47.316019
820,KL3812,KLM,BLR,HYD,2026-05-29 06:25:00,2026-05-29 06:19:00,2026-05-29 07:35:00,2026-05-29 07:16:00,landed,2026-05-29 13:46:47.316019
821,JL9595,Japan Airlines,BLR,HYD,2026-05-29 06:25:00,2026-05-29 06:19:00,2026-05-29 07:35:00,2026-05-29 07:16:00,landed,2026-05-29 13:46:47.316019
822,AF3351,Air France,BLR,HYD,2026-05-29 06:25:00,2026-05-29 06:19:00,2026-05-29 07:35:00,2026-05-29 07:16:00,landed,2026-05-29 13:46:47.316019
823,VS8430,Virgin Atlantic,BLR,JDH,2026-05-29 06:15:00,2026-05-29 06:14:00,2026-05-29 08:45:00,2026-05-29 08:28:00,landed,2026-05-29 13:46:47.316019
824,VS8332,Virgin Atlantic,BLR,BHO,2026-05-29 06:10:00,2026-05-29 06:09:00,2026-05-29 08:10:00,2026-05-29 07:47:00,landed,2026-05-29 13:46:47.316019
825,D0308,DHL Air,BLR,BOM,2026-05-29 02:25:00,2026-05-29 02:29:00,2026-05-29 04:05:00,2026-05-29 04:10:00,landed,2026-05-29 13:46:47.316019
826,BZ304,Blue Dart Aviation,BLR,DEL,2026-05-29 00:15:00,2026-05-29 00:34:00,2026-05-29 02:55:00,2026-05-29 02:57:00,landed,2026-05-29 13:46:47.316019
827,AI9637,Air India,BLR,IXB,2026-05-29 06:10:00,2026-05-29 06:12:00,2026-05-29 09:05:00,2026-05-29 08:43:00,landed,2026-05-29 13:46:47.316019
828,VS8388,Virgin Atlantic,BLR,GOI,2026-05-29 06:05:00,2026-05-29 06:01:00,2026-05-29 07:20:00,2026-05-29 06:49:00,landed,2026-05-29 13:46:47.316019
829,QF8680,Qantas,BLR,GOI,2026-05-29 06:05:00,2026-05-29 06:01:00,2026-05-29 07:20:00,2026-05-29 06:49:00,landed,2026-05-29 13:46:47.316019
830,MH5575,Malaysia Airlines,BLR,GOI,2026-05-29 06:05:00,2026-05-29 06:01:00,2026-05-29 07:20:00,2026-05-29 06:49:00,landed,2026-05-29 13:46:47.316019
831,KL4722,KLM,BLR,GOI,2026-05-29 06:05:00,2026-05-29 06:01:00,2026-05-29 07:20:00,2026-05-29 06:49:00,landed,2026-05-29 13:46:47.316019
832,JL9007,Japan Airlines,BLR,GOI,2026-05-29 06:05:00,2026-05-29 06:01:00,2026-05-29 07:20:00,2026-05-29 06:49:00,landed,2026-05-29 13:46:47.316019
833,IX1472,Air India Express,BLR,MAA,2026-05-29 06:35:00,2026-05-29 06:40:00,2026-05-29 07:40:00,2026-05-29 07:20:00,landed,2026-05-29 13:46:47.316019
834,IX1239,Air India Express,BLR,IXR,2026-05-29 06:35:00,2026-05-29 06:45:00,2026-05-29 08:55:00,2026-05-29 08:45:00,landed,2026-05-29 13:46:47.316019
835,AI2402,Air India,BLR,BOM,2026-05-29 06:35:00,2026-05-29 06:38:00,2026-05-29 08:35:00,2026-05-29 07:52:00,landed,2026-05-29 13:46:47.316019
836,6E6439,IndiGo,BLR,CCU,2026-05-29 06:30:00,2026-05-29 06:32:00,2026-05-29 09:10:00,2026-05-29 08:41:00,landed,2026-05-29 13:46:47.316019
837,6E1077,IndiGo,BLR,HKT,2026-05-29 06:30:00,2026-05-29 06:24:00,2026-05-29 11:45:00,2026-05-29 11:12:00,landed,2026-05-29 13:46:47.316019
